;name;price;price_reduced;guests;bedrooms;beds;bathrooms;lat;lng;nr_of_ratings;rating_overall;rating_valueformoney;rating_location;rating_checkin;rating_communication;rating_cleanliness;rating_data_accuracy;comments;rooms;price_y;district;mean_rental_price
191;Stunning view, calm & stylish / Home Office;150.0;120.0;2;1;1;1.0;47.391;8.5478;77;4.95;4.9;5.0;5.0;4.9;5.0;5.0;['Sehr schöne Lage,unkomplizierter check in, ruhige Lage, nahe beim öv', 'Mein Aufenthalt war perfekt. Ich komme gerne wieder. Vielen Dank!', 'Sehr schöne, gut eingerichtete und ruhige Wohnung in bester Lage mit Blick über Zürich. Check In und Kommunikation haben bestens funktioniert. Wir haben uns sehr wohl gefühlt und würden auch jederzeit wieder kommen wollen.', 'Ein grosszügiges modernes Zimmer an perfekter Lage und mit wunderschöner Aussicht über die Stadt.', 'Wir waren schon zum zweiten Mal Gast in der Wohnung, die uns sehr gefällt. Diese liegt sehr ruhig oberhalb des Zürichbergs mit schönem Blick über die Stadt. Die Wohnung ist funktionell und geschmackvoll eingerichtet und befindet sich in der höheren Etage in einem sehr schönen und gepflegten Altbau. Die Innenstadt ist gut zu erreichen. Wir würden auch ein drittes Mal gerne wieder kommen wollen.', 'Top Aussicht, sehr zentral und verkehrsgünstig gelegen, super nettes Quartier, sehr bequeme Betten, geschmackvolle Einrichtung, großzügiges Bad, sehr schönes Haus, großes Entgegenkommen und gute Kommunikation ✨', 'Sehr schöne Lage,unkomplizierter check in, ruhige Lage, nahe beim öv', 'Mein Aufenthalt war perfekt. Ich komme gerne wieder. Vielen Dank!', 'Sehr schöne, gut eingerichtete und ruhige Wohnung in bester Lage mit Blick über Zürich. Check In und Kommunikation haben bestens funktioniert. Wir haben uns sehr wohl gefühlt und würden auch jederzeit wieder kommen wollen.', 'Ein grosszügiges modernes Zimmer an perfekter Lage und mit wunderschöner Aussicht über die Stadt.', 'Grosszügiges Zimmer in toller Lage am Züri-Berg. Nur wenige Minuten per Tram von der Innenstadt entfernt. Ideal für Stadtbesuche oder Business Travel.'];2;120.0;Unterstrass;1522.0
192;1.5 Zimmerwohnung in Zürich (SH-2.5L);96.0;0.0;2;1;2;1.0;47.40081;8.54467;7;4.29;4.0;4.4;5.0;4.9;4.4;4.6;['Lage, Ausstattung, Preis/Leistung Top\nSehr schönes Zimmer in dem man sich sehr Wohl fühlt.\nKomme gern noch mal…', 'Geht in Ordnung', 'Sehr schöne Unterkunft, sauber, günstig gelegen. Die Kommunikation mit dem Gastgeber war einfach und schnell.\n\nDas Einzige, was mich überrascht hat, war der Mangel an Grundprodukten wie Seife und Geschirrspülgeräten, aber ansonsten hatte ich einen tollen Aufenthalt.', 'Das Zimmer ist super sauber und komfortabel :)', 'Super Lage und Wohnung grundsätzlich wie beschrieben und sauber. Allerdings fehlten ein paar in der Beschreibung aufgeführten Dinge und die NachLieferung dieser hat verhältnismäßig lang gedauert! Darüber hinaus ist die Ausstattung in der Küche doch äußerst sparsam. Bei längeren Aufenthalten schränkt dies ein.', 'Schade, dass es dir nicht bei uns gefallen hat.', 'Aufenthalt war angenehm, alles klappt problemlos', 'Lage, Ausstattung, Preis/Leistung Top\nSehr schönes Zimmer in dem man sich sehr Wohl fühlt.\nKomme gern noch mal…', 'Geht in Ordnung', 'Sehr schöne Unterkunft, sauber, günstig gelegen. Die Kommunikation mit dem Gastgeber war einfach und schnell.\n\nDas Einzige, was mich überrascht hat, war der Mangel an Grundprodukten wie Seife und Geschirrspülgeräten, aber ansonsten hatte ich einen tollen Aufenthalt.', 'Das Zimmer ist super sauber und komfortabel :)', 'Sehr schöne Unterkunft, sauber und nagelneu. Nicht zu weit vom Zentrum entfernt (ca. 20 Minuten mit der Straßenbahn). Alles war toll, aber es gab nicht viel Geschirr. Wenn du mehr kochen möchtest als nur eine Pasta, musst du ein paar zusätzliche Pads oder Accessoires kaufen. Tolle und klare Kommunikation mit dem Gastgeber, Mike war jederzeit erreichbar. Ich kann diese Unterkunft nur wärmstens empfehlen.'];2;96.0;Unterstrass;1522.0
193;Sylvia's Spacious Apartment in Zurich City;115.0;0.0;2;1;1;1.5;47.37315;8.51369;37;4.65;4.7;4.8;4.9;4.9;4.8;4.8;['Sehr zufrieden! Der Gastgeber ist sehr flexibel und die Lage ist sehr Zentral.', 'Super Lage in Laufnähe zum Stadion Letzigrund, schöne Bars, Cafes, Restaurants in der Nähe, Übernahme des Schlüssels per Schlüsselbox funktionierte perfekt.\nPreis-Leistungsverhäktnis okay mit wenigen Mankos.\nWir hätten uns gewünscht über den immensen Baustellenlärm in der Nachbarschaft informiert worden zu sein. Dies hat den Aufenthalt etwas getrübt und dauert wohl noch eine Weile an…. dafür können die Vermieter aber nichts.', 'Die Zeit in der Wohnung war sehr schön. Die Kommunikation mit Carol war ganz einfach und nett. Check in unkompliziert und die Nachbarschaft sehr ruhig. Kann nur weiter empfehlen und gerne wieder.', 'Hübsches Apartment, toller Vermieter, wunderschönes Viertel. Immer wieder gerne', 'Alles bestens, einfache und schnelle Kommunikation. Sauber und angnehm.', 'Sehr genaue beschrieb hilfsbereit sehr sauber guter Service gerne wieder', 'Sehr zufrieden! Der Gastgeber ist sehr flexibel und die Lage ist sehr Zentral.', 'Super Lage in Laufnähe zum Stadion Letzigrund, schöne Bars, Cafes, Restaurants in der Nähe, Übernahme des Schlüssels per Schlüsselbox funktionierte perfekt.\nPreis-Leistungsverhäktnis okay mit wenigen Mankos.\nWir hätten uns gewünscht über den immensen Baustellenlärm in der Nachbarschaft informiert worden zu sein. Dies hat den Aufenthalt etwas getrübt und dauert wohl noch eine Weile an…. dafür können die Vermieter aber nichts.', 'Hallo Sandra, danke für dein Feedback. Ich möchte mich ausdrücklich für die Unannehmlichkeiten entschuldigen, die du während deines Aufenthalts hattest. Durch dein Feedback könnte ich meinen Helfer überprüfen und die Zufriedenheit unseres ankommenden Gastes noch verbessern. Nochmals Entschuldigung & einen schönen Tag noch. Viele Grüße, Samson', 'Die Zeit in der Wohnung war sehr schön. Die Kommunikation mit Carol war ganz einfach und nett. Check in unkompliziert und die Nachbarschaft sehr ruhig. Kann nur weiter empfehlen und gerne wieder.', 'Hübsches Apartment, toller Vermieter, wunderschönes Viertel. Immer wieder gerne', 'Sehr gute Lage, grosszuegige Wohnung.\nGut verbunden zum Zentrum.\nBuntes Viertel.'];2;115.0;Werd;1895.0
194;Schönes Serviced Apartment in Zürich;119.0;0.0;2;1;1;1.0;47.32977;8.51544;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['.', 'Liebe Vanessa! Wir haben einen tollen Aufenthalt in deiner Wohnung verbracht! Super sauber, neu und super nah an öffentlichen Verkehrsmitteln nach Zürich City. Vielen Dank für die fantastische Kommunikation und deine lokalen Tipps! Sehr zu empfehlen. Wir werden wieder hier übernachten!\nMehr anzeigen'];2;119.0;Wollishofen;1490.0
195;Junior Suite an bester Lage 3.1;105.0;0.0;4;1;2;1.0;47.35779;8.55328;78;4.84;4.7;5.0;4.9;4.8;4.8;4.9;['Wir hatten eine wunderbare Zeit in diesem wunderbaren Apartment. Es hat uns an nichts gefehlt und wir kommen gern wieder. Das Viertel ist sehr schön, nah zum See und gleichzeitig nah zur City. Die Anbindung mit öffentlichem Nahverkehr funktioniert super und ist auch zu empfehlen. Das Bad ist super schön und sehr geräumig.', 'Das Haus liegt in einem der schönsten Viertel von Zürich zentral an einer Straßenbahnhaltestelle. Das hat Vor - und Nachteile. Man kommt schnell überallhin, hat aber auch eine Geräuschkulisse. Bei geschlossenen Fenstern ist es ruhig, war aber recht stickig und heiß. Die Lüftungsanlage kommt an heißen Hochsommertagen an ihre Grenzen. In dem schönen, geschmackvoll eingerichteten Apartment habe ich mich ansonsten sehr wohlgefühlt. Das Bett ist super bequem und das Bad ein echtes Highlight! Es war insgesamt alles vorhanden, was ich benötigt habe und ich komme gerne wieder.', 'Die Wohnung ist sehr schön eingerichtet und liegt im schönen Seefeld, fußläufig zum See. Wunderschön! Die Hauptstraße hat uns nicht gestört und wir würden jederzeit wieder kommen.', 'Schönes Studio in sehr guter Lage. Einzig der Induktionskochherd, haber ich nicht verstanden, wie der funktioniert.', 'Hallo Niklaus. Danke für den Besuch und immer wieder herzlich willkommen. Wenn du den Induktionsherd nicht verstanden hast hättest du einfach fragen können :-)', 'Einfach edel, stilvoll und in jeder Hinsicht angenehm. So stelle ich mir den Service und die Qualität der erbrachten Leistungen vor!\nNur für Empfehlungen.\nDankeschön', 'alles tip top. schönre ruhige lage, in wunderschönen quartier in der nähe vom see.', 'Wir hatten eine wunderbare Zeit in diesem wunderbaren Apartment. Es hat uns an nichts gefehlt und wir kommen gern wieder. Das Viertel ist sehr schön, nah zum See und gleichzeitig nah zur City. Die Anbindung mit öffentlichem Nahverkehr funktioniert super und ist auch zu empfehlen. Das Bad ist super schön und sehr geräumig.', 'Das Haus liegt in einem der schönsten Viertel von Zürich zentral an einer Straßenbahnhaltestelle. Das hat Vor - und Nachteile. Man kommt schnell überallhin, hat aber auch eine Geräuschkulisse. Bei geschlossenen Fenstern ist es ruhig, war aber recht stickig und heiß. Die Lüftungsanlage kommt an heißen Hochsommertagen an ihre Grenzen. In dem schönen, geschmackvoll eingerichteten Apartment habe ich mich ansonsten sehr wohlgefühlt. Das Bett ist super bequem und das Bad ein echtes Highlight! Es war insgesamt alles vorhanden, was ich benötigt habe und ich komme gerne wieder.', 'Die Wohnung ist sehr schön eingerichtet und liegt im schönen Seefeld, fußläufig zum See. Wunderschön! Die Hauptstraße hat uns nicht gestört und wir würden jederzeit wieder kommen.', 'Sehr hübsche Wohnung , sehr gute Lage - hatten eine gute Zeit dort'];4;105.0;Hirslanden;2386.0
196;Neu: Bijou im Herzen Zürichs;107.0;0.0;2;1;2;1.0;47.3706;8.53353;95;4.56;4.5;4.9;4.8;4.8;4.5;4.8;"[""Ich war einen ganzen Monat in Zürich und die Lage der Wohnung war einfach perfekt. Man ist in wenigen Minuten in der Altstadt oder am See, auch zum Bahnhof ist es nicht weit (was super war für meine Ausflüge am Wochenende). Es ist auch gleich eine Tramstation fast vor der Tür, aber auch zu Fuß ist alles erreichbar. Das Wohnhaus ist schön und man fühlt sich definitiv sehr sicher. Der Aufzug war sehr wichtig, weil ich so viel Gepäck hatte, auch die Waschmaschine im Keller war praktisch. Grundlegende Hygieneartikel gab's auch, Handtücher und Bettwäsche sowieso. Der Fernseher war auch super (zum WM schauen! Hopp, Schwiiz!). Der Gastgeber war sehr nett und hilfbereit. Alles in allem ein super Aufenthalt!"", 'Die Wohnung liegt sehr zentral, sodass man schnell in der Stadt oder am See ist. Restaurants, Bars etc. befinden sich alle in unmittelbarer Nähe. Sie entsprach auch den Bildern und war sehr sauber. Leider gibt es bei der Küche keinen Backofen und keinen Toaster oder Ähnliches. Wenn man das aber weiß, kann man sich darauf einstellen ;)\nDie Kommunikation vorab war sehr gut und unkompliziert.\nFür ein paar Tage in Zürich war die Wohnung völlig in Ordnung.', 'Eine sehr schöne Wohnung in guter Lage - die Ausstattung der Küche ist allerdings verbesserungswürdig', 'Ich kann einen Aufenthalt vollumfänglich empfehlen. Top Appartment in einer super Gegend.', 'Appartment liegt recht ruhig, zentral, gut angebunden, für Zürcher Verhältnisse preiswert, gut ausgestattet, problemlose Kommunikation und Schlüsselübergabe']";2;107.0;Werd;1895.0
198;2,5 Zimmer Whg in ZH-Altstetten;125.0;0.0;3;1;2;1.0;47.39106;8.48746;4;5.0;5.0;5.0;5.0;5.0;5.0;5.0;['I have passed a month in the apartment and I felt like home. Murat helped me a lot and was very helpful in all situations. I really recommend the apartment. specially for the location just in front of altstetten station.', 'Nice place and host, highly recommend', 'Murat ha sido un anfitrión más que excelente.\n\nSe preocupa por su huésped en todo monento y proporciona todo tipo de ayuda y consejo.\n\nA mí me ha ayudado en el tema de aparcamiento y en el uso de la lavadora.\n\nTiene un piso muy bonito y elegante, listo y totalmente dispuesto con todo lujo de detalles como internet de alta velocidad y todos los enseres necesarios en la vivienda.\n\nLa cocina es increíble, está totalmente equipada.\n\nSi he de volver a Zurich tengo claro que volveré a casa de Murat\nMehr anzeigen', 'Logement super super spacieux , toutes les commodités sont disponibles et surtout super bien situe ( a 8 min en train ou en bus de Zurich centre). Murat est très Communicatif et super aimable ! Je recommande vivement ce logement'];3;125.0;Höngg;1830.0
199;"Gemütliches Studio ""Margaritli"" in der Zürcher Altstadt";115.0;0.0;2;1;1;1.0;47.3744;8.5437;274;4.83;4.8;4.9;4.8;5.0;5.0;4.9;['Das kleine Appartement liegt sehr zentral. Man kann sich die Altstadt von Zürich sehr schön fußläufig erschließen und es gibt viele nahe liegende Bars & Restaurants. Der Check-in mittels App verlief problemlos. Die Ameisenfallen in den Zimmerecken haben uns etwas stutzig gemacht, ansonsten war das Appartement sauber, ist gemütlich eingerichtet und gut ausgestattet. In der Dusche muss man etwas aufpassen, dass man nicht in den Abfluss mit scharfkantigen Fliesen tritt. Das größte Manko für uns war, dass die Fensterscheiben wirklich sehr dünn sind und es sehr hellhörig ist. Unter dem Appartement liegt ein Kiosk an dem am Freitagabend sehr viele Leute noch bis 03:00 Uhr gefeiert haben, weshalb wir nicht besonders gut schlafen konnten und dem entsprechend leider nicht so fit waren bei unserer Zürich-Erkundung am Folgetag. Wenn man sowieso selbst lange wach bleibt, sollte das aber dementsprechend kein Problem sein. :)', 'Hammer für einen kurze Nacht', 'Die Unterkunft ist super gelegen, in der Wohnung ist alles nötige vorhanden. Es war sehr sauber und gepflegt. Das Bett ist sehr bequem. Kommen gerne wieder.', 'Alles super!', 'Alles super , sehr sauber , top Lage und Kommunikation', 'Nettes kleines Appartement für 2 Pertsonen und einen Kurzaufenthalt in Zürich. Aufgrund der sehr zentralen Lage in der Altstadt und einer Brücke/Ampel ist es nicht ruhig gelegen, aber sehr sauber und funktional ausgestattet. Wir waren sehr zufrieden. Danke!', 'Das kleine Appartement liegt sehr zentral. Man kann sich die Altstadt von Zürich sehr schön fußläufig erschließen und es gibt viele nahe liegende Bars & Restaurants. Der Check-in mittels App verlief problemlos. Die Ameisenfallen in den Zimmerecken haben uns etwas stutzig gemacht, ansonsten war das Appartement sauber, ist gemütlich eingerichtet und gut ausgestattet. In der Dusche muss man etwas aufpassen, dass man nicht in den Abfluss mit scharfkantigen Fliesen tritt. Das größte Manko für uns war, dass die Fensterscheiben wirklich sehr dünn sind und es sehr hellhörig ist. Unter dem Appartement liegt ein Kiosk an dem am Freitagabend sehr viele Leute noch bis 03:00 Uhr gefeiert haben, weshalb wir nicht besonders gut schlafen konnten und dem entsprechend leider nicht so fit waren bei unserer Zürich-Erkundung am Folgetag. Wenn man sowieso selbst lange wach bleibt, sollte das aber dementsprechend kein Problem sein. :)', 'Hammer für einen kurze Nacht', 'Die Unterkunft ist super gelegen, in der Wohnung ist alles nötige vorhanden. Es war sehr sauber und gepflegt. Das Bett ist sehr bequem. Kommen gerne wieder.', 'Alles super!', 'Alles super , sehr sauber , top Lage und Kommunikation', 'Das kleine Appartment liegt direkt in der Altstadt von Zürich und somit ist man überall (inkl. Bahnhof) schnell zu Fuß. Den Nachteil dieser Lage haben schon andere schon zur Genüge beschrieben: Es ist nachts wirklich laut, wobei uns weniger die Menschen (die man zwar auch hörte), sondern noch viel mehr der Straßenverkehr beim Schlafen gestört haben (es war so heiß, als wir da waren, dass wir die Fenster offen lassen mussten - mit geschlossenen Fenstern ist es vielleicht besser). Ohropax sind wirklich hilfreich!\nAnsonsten ist die Wohnung perfekt für wenige Tage in Zürich - wir waren nur 2 Nächte dort und eigentlich die ganze Zeit draußen unterwegs und kaum in der Wohnung. Der Check-in hat gut geklappt (auch ohne mobiles Internet), in der Wohnung liegen dann Schlüssel (man muss die Nuki-App somit nicht zwingend nutzen).'];2;115.0;Hottingen;1774.0
200;Studio at the oldtown;105.0;0.0;2;1;1;1.0;47.37237;8.54397;250;4.6;4.5;5.0;4.8;4.8;4.7;4.7;['Es war alles sehr gut, nur das Apartment ist etwas hellhörig! Super Lage, klasse! 😊', 'Kleines, aber sauberes Zimmer in bester Lage von Zürich. Nur von der Küche sollte man nicht allzu viel erwarten.\nDafür war die Kommunikation mit Chris sehr freundlich und unkompliziert :)', 'Toplage, perfekt für einen Städte-Trip.', 'Die Wohnung ist nicht ganz der Realität entsprechen einige Dinge nicht haben oder sie ersetzt werden. Die Hauptsache ist, dass die Wohnung war nicht Garage Wasser, mein Entzug Vermieter nicht wie nicht reagiert, ich empfehle Ihnen nicht diese Wohnung', 'schönes Zimmer, sehr zentral, und für die Lage guter Preis.', 'Zimmer war voll in Ordnung. Es war leider nicht ganz sauber aber die Lage war super.\nDas Zimmer geht in Hinterhof raus, was durch eine Baustelle morgens sehr laut war.', 'Es war alles sehr gut, nur das Apartment ist etwas hellhörig! Super Lage, klasse! 😊', 'Kleines, aber sauberes Zimmer in bester Lage von Zürich. Nur von der Küche sollte man nicht allzu viel erwarten.\nDafür war die Kommunikation mit Chris sehr freundlich und unkompliziert :)', 'Toplage, perfekt für einen Städte-Trip.', 'Die Wohnung ist nicht ganz der Realität entsprechen einige Dinge nicht haben oder sie ersetzt werden. Die Hauptsache ist, dass die Wohnung war nicht Garage Wasser, mein Entzug Vermieter nicht wie nicht reagiert, ich empfehle Ihnen nicht diese Wohnung', 'Das war nicht unsere Wohnung !', 'ein sympathisches Studio, toll gelegen, Innenausstattung nicht ganz in perfektem Zustand, abends laut von den Restaurants, Bars hinten', 'Hallo Niki\nDanke für das Feedback. Es ist nur laut wenn das Fenster komplett offen hat und im Sommer und nur ab und zu am Wochenende, ansonsten überhaupt nicht'];2;105.0;Hottingen;1774.0
202;Ein Zuhause in der Stadt;95.0;0.0;2;1;1;1.0;47.40738;8.55164;14;4.71;4.4;4.9;5.0;4.9;5.0;4.8;['Die Wohnung war sehr angenehm mit genug Platz fuer alle Sachen. Das Bett ist fuer 2 Leute etwas klein.', 'Alles perfekt gelaufen! Die Wohnung war wahnsinnig sauber und für unsere Zwecke genau passend. Kommunikation und Check-In lief absolut reibungslos!', 'Alles super! Sehr gute Lage.', 'Super Lage schön eingerichtet und alles was man braucht im Studio', 'Ça a été un plaisir de séjourner chez Leandra. Le logement est bien placé et il y fait bon vivre.'];2;95.0;Oerlikon;1667.0
203;Grandiose Aussicht & ideale Lage im Stadtzentrum;110.0;0.0;2;1;1;1.0;47.38974;8.53739;4;5.0;4.8;5.0;5.0;4.8;5.0;4.8;"['THANK YOU SO MUCH!!!', ""Aurel's apartment was worth every penny. Good location, price and was very tidy. Although I didn't get the chance to meet Aurel in person, he was very helpful over the phone."", 'Amazing place. Breathtaking views of the city. Attentive host. Everything you need and nothing you don’t. Simply perfect.', 'great location with a great view! very recommended']";2;110.0;Unterstrass;1522.0
204;Neues grosses Boutique Studio an bester Lage;110.0;0.0;4;1;2;1.0;47.35726;8.55432;61;4.8;4.7;5.0;5.0;4.8;4.7;4.9;['Schönes Studio, bei dem es an nichts fehlte. Lage genial, im lebendigen Seefeld, umgeben von unzähligen Restaurants, 2 Supermärkte befinden sich gleich gegenüber. Gute Verbindung, daTramhaltestelle vor der Haustüre. Laut war es trotzdem nicht, da die Trams modern sind und deshalb nicht viel Lärm verursachen.\nCheck-in/Check-out sehr unkompliziert.\nEbenfalls sehr angenehm ist die Waschmöglichkeit im Haus.', 'Wir waren sehr zufrieden in der Unterkunft und auch in Zürich.\nEinkaufsmöglichkeiten waren auch in der Nähe von der Unterkunft.\nEs ist auf jedenfalls eine Reise wert nach Zürich zu Reisen. Wir konnten uns auch Die Schweiz in Vielen Orten anschauen. Vor allem kann man die Schweiz sehr gut mit dem Zug erkunden.\nEs war eine Reise wert. Ist auf jeden Fall weiter zu empfehlen auch die Unterkunft.\nLiebe Grüße von Antje', 'Ich hatte einen sehr schönen Aufenthalt und kann es sehr empfehlen!', 'Perfekte Lage. Migros, Coop, Post vor der Haustuere. Zu sehr guten Restaurants einige Schritte.'];4;110.0;Hirslanden;2386.0
205;Himmel über Zürich;115.0;0.0;3;1;1;1.0;47.38293;8.54974;4;5.0;4.8;4.8;5.0;5.0;5.0;5.0;['Ich war sechs Wochen bei Felicitas und verbrachte eine wunderbare Zeit dort. Die Wohnung hatte eine fantastische Aussicht, ist geschmackvoll eingerichtet und liegt in einer ruhigen Gegend. Es hat alles, was ich brauchte. Felicitas ist eine einladende Gastgeberin, gelinde gesagt, sie hat sich bemüht, dass ich mich wohlfühle und war sehr flexibel beim Check-in und Check-out. Ich würde absolut empfehlen, hier zu übernachten. Hoffentlich kann ich ein anderes Mal zurückkehren:-)\nMehr anzeigen', 'Schöne, saubere, große, einzigartig eingerichtete Wohnung mit einem Schlafzimmer, zehn Minuten mit der Straßenbahn von der Innenstadt entfernt, eine halbe Stunde vom Flughafen entfernt, in der Nähe von ETH und UZH, mit einem tollen Blick über Zürich. Felicitas war super hilfsbereit, als wir Informationen brauchten. Empfehlenswert.\nMehr anzeigen', 'Wir haben einen längeren Aufenthalt in Felicitas Wohnung sehr genossen. Die Wohnung selbst ist sehr geräumig, mit einem großen Schlafzimmer, einem Wohnzimmer und einem Büro-/Schreibtischbereich und einer sehr funktionalen Küche. Die Aussicht auf Zürich ist vor allem bei Sonnenuntergang hervorragend. Die Küche ist extrem gut ausgestattet mit allen Utensilien und Geräten zum Kochen und Backen. Das umliegende Viertel ist ruhig und friedlich mit schönen Parks zum Genießen und Picknicken. Nur 2 Gehminuten von einer Bus- und Straßenbahnlinie mit mehreren Lebensmittelgeschäften und Cafés entfernt, die zu Fuß erreichbar sind. Als Gastgeber war Felicitas sehr kommunikativ und gab hervorragende Anweisungen und Empfehlungen. Wir würden absolut wieder hier übernachten und können diese Wohnung nur wärmstens empfehlen!\nMehr anzeigen', 'Ich verbrachte fast 3 Monate bei Felicitas und es fühlte sich sicherlich wie zu Hause an, sobald ich die Tür öffnete!\nSuper saubere Unterkunft, die gesamte Ausstattung war vorhanden und ich konnte einen tollen Blick über die Stadt Zürich genießen. 2 Supermakets in der Nähe zu haben, ist eine großartige Requisite, und es gibt eine Straßenbahnhaltestelle direkt neben der Wohnung, die ins Stadtzentrum führt. Nach ein paar Tagen habe ich hier mit der Straßenbahn aufgehört, als ich erkannte, dass ich einfach in die Innenstadt laufen und mir die Zeit nehmen konnte, die Nachbarschaft zu schätzen.\nFelicitas ist eine fürsorgliche Gastgeberin, die sich die Zeit genommen hat, um sicherzustellen, dass ich mich dort wohlfühle. Sie hat mir alle Informationen zur Verfügung gestellt, die ich brauchte, um in die Schweizer Gesellschaft zu integrieren, wenn ich sagen darf!\nSie bestand darauf, dass ich eine strenge Bewertung abgeben sollte, aber ich kann nur sagen, dass ich meinen Aufenthalt dort wirklich genossen habe.\nDanke Felicitas, dass du so ein großartiger Gastgeber bist und mir so lange mit deiner schönen Wohnung vertraust 😁\nMehr anzeigen'];3;115.0;Unterstrass;1705.0
206;Geschmackvolle Wohnung im Denkmalschutz Gebäude;130.0;111.0;3;1;2;1.5;47.388;8.4831;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;['Nice, clean and cozy place! Veronika is very nice and helpful plus always responding fast. Will defintely come again! :)'];3;111.0;Albisrieden;1617.0
207;Schickes Loft in Zürich, perfekt für Geschäftsreisende oder Urlauber;123.0;111.0;2;1;1;1.0;47.40097;8.54583;47;4.89;4.5;4.8;4.8;4.9;4.7;4.8;['Grosses Studio unter dem Dach. Sehr gut ausgestattet und gemütlich. Die Lage direkt an der Hauptstrasse ist etwas beeinträchtigend aber die Tram fährt in den Nachtstunden nicht.\nSupermarkt und Tramstation nah gelegen, Irchelpark zum Luftschnappen nahbei.\nSchöner Ausblick und tagsüber hell. Beleuchtung zum Arbeiten abends etwa schwach.', 'Die geschmackvoll eingerichtete Dachwohnung ist äusserst gemütlich. Stilvolle Details erfreuen das Auge, und Naturfreunde/Joggerinnen geniessen den nahen Wald. Gut ist auch die Lage zwischen Bahnhof Oerlikon und Hauptbahnhof Zürich. Die Gastgeberin ist sehr hilfsbereit. Ein schöner Aufenthalt - sehr empfehlenswert!', 'Alles super!', 'Ein sehr schöne Wohnung in einer schönen Gegend. Alles in der Nähe was man braucht. Sehr schön eingerichtet und sauber. Ich würde jederzeit wieder hinfahren.', 'Die Wohnung ist gut ausgestattet und eignet sich für einen längeren Aufenthalt. Der Standort ist perfekt - obwohl an viel befahrener Strasse, ist die Wohnung sehr ruhig. Ich fühlte mich sehr wohl dort.', 'Tiptop Wohnung. Angaben Stimmen. Realativ gute Laage. Etwas klein für 2 Personen, aber für kurze Aufenhalte gut.', 'Grosses Studio unter dem Dach. Sehr gut ausgestattet und gemütlich. Die Lage direkt an der Hauptstrasse ist etwas beeinträchtigend aber die Tram fährt in den Nachtstunden nicht.\nSupermarkt und Tramstation nah gelegen, Irchelpark zum Luftschnappen nahbei.\nSchöner Ausblick und tagsüber hell. Beleuchtung zum Arbeiten abends etwa schwach.', 'Die geschmackvoll eingerichtete Dachwohnung ist äusserst gemütlich. Stilvolle Details erfreuen das Auge, und Naturfreunde/Joggerinnen geniessen den nahen Wald. Gut ist auch die Lage zwischen Bahnhof Oerlikon und Hauptbahnhof Zürich. Die Gastgeberin ist sehr hilfsbereit. Ein schöner Aufenthalt - sehr empfehlenswert!', 'Alles super!', 'Ein sehr schöne Wohnung in einer schönen Gegend. Alles in der Nähe was man braucht. Sehr schön eingerichtet und sauber. Ich würde jederzeit wieder hinfahren.', 'Die Wohnung ist schön und komfortabel. Rachelle war eine sehr effiziente und freundliche Gastgeberin, die immer schnell und mit klaren Anweisungen antwortete. Ich habe den Aufenthalt sehr genossen.'];2;111.0;Unterstrass;1522.0
208;Charmante und zentrische Wohnung in Zürich;102.0;0.0;2;1;1;1.0;47.38092;8.51773;15;4.87;4.7;5.0;4.9;4.9;4.8;4.9;['Tolle Lage, in der Nähe der Innenstadt ohne Lärm, tolle Pizzeria (englisch freundlich) im Erdgeschoss, Verdunkelungsvorhänge im Schlafzimmer waren erstaunlich, die Annehmlichkeiten waren schön und gut beschrieben', 'Sehr geräumige Wohnung in zentraler Lage. Dieser Ort hatte alles, was wir brauchten, Annehmlichkeiten in der Wohnung machten die Dinge so einfach für uns. Wir waren nur wenige Gehminuten von mehreren Bus- und Bahnhaltestellen entfernt, die dich zu so ziemlich jeder Sehenswürdigkeit der Stadt bringen. Wir würden gerne wieder hier übernachten, wenn wir Zürich in Zukunft besuchen.', 'Alles bestens! Einfacher Zugang zum Hauptbahnhof , sauberes Zimmer und reibungslose Kommunikation mit dem Gastgeber :)', 'Schöne Wohnung, ruhige Nachbarschaft, und wir haben uns sicher und gemütlich gefühlt. Auch ganz in der Nähe des Bahnhofs. Wir empfehlen unbedingt, hier zu übernachten.'];2;102.0;Werd;1895.0
